record_id,product_id,product_name,category,store_id,region,supplier_id,transaction_date,expiration_date,shelf_life_days,days_remaining_at_purchase,storage_temp,temp_deviation,base_price,cost_price,initial_quantity,spoilage_sensitivity,day_of_week,is_weekend,month,daily_demand,demand_variability,temp_abuse_events,distribution_hours,handling_score,packaging_score,spoilage_risk,was_spoiled,quality_grade,days_until_expiry,markdown_applied,discount_pct,selling_price,units_sold,units_wasted,waste_pct,revenue,waste_cost,profit,profit_margin_pct,supplier_score,is_promoted,mapped_shelf_life,life_ratio,mapped_ideal_temp,temp_diff
48949,REA_SUS_298,Sushi,Ready_to_Eat,STORE_049,Northeast,SUPPLIER_02,2024-05-09,2024-05-11,3,2,1.7,2.3,10.01,5.05,481,0.9,3,0,5,247,0.26,1,29.5,7,7,0.247,0,B,0,1,0.61,3.9,481,0,0.0,1875.9,0.0,-553.15,-29.5,7,0,3.0,0.0,4.0,-2.3
48950,BAK_PAS_563,Pastries,Bakery,STORE_032,Midwest,SUPPLIER_14,2024-12-24,2024-12-28,6,4,19.7,0.3,12.08,7.26,45,0.5,1,0,12,16,0.19,1,55.5,9,7,0.187,0,A,2,1,0.15,10.27,45,0,0.0,462.15,0.0,135.45,29.3,6,0,4.5,0.4444444444444444,20.0,-0.3000000000000007
48951,REA_WRA_880,Wraps,Ready_to_Eat,STORE_041,Midwest,SUPPLIER_11,2023-01-30,2023-02-04,5,5,3.5,0.5,9.81,6.59,159,0.9,0,0,1,65,0.22,0,54.8,4,8,0.197,0,B,4,0,0.0,9.81,159,0,0.0,1559.79,0.0,511.98,32.8,6,0,3.0,1.3333333333333333,4.0,-0.5
48952,BEV_FRE_976,Fresh Juice,Beverages,STORE_032,Midwest,SUPPLIER_09,2023-04-19,2023-05-09,21,20,5.4,0.4,8.65,4.33,107,0.4,2,0,4,8,0.44,0,34.5,10,7,0.14,0,A,18,0,0.0,8.65,107,0,0.0,925.55,0.0,462.24,49.9,8,0,18.5,0.972972972972973,5.0,0.40000000000000036
48953,REA_WRA_263,Wraps,Ready_to_Eat,STORE_010,West,SUPPLIER_01,2024-05-25,2024-05-28,4,3,2.1,1.9,13.05,6.02,136,0.9,5,1,5,60,0.28,1,17.7,6,8,0.21,0,B,3,0,0.0,13.05,136,0,0.0,1774.8,0.0,956.08,53.9,7,0,3.0,1.0,4.0,-1.9
48954,PRO_BER_295,Berries,Produce,STORE_020,West,SUPPLIER_06,2023-10-30,2023-11-10,13,11,8.3,0.3,7.52,5.23,157,0.6,0,0,10,11,0.21,0,30.3,9,8,0.138,0,A,11,0,0.0,7.52,94,63,40.1,706.88,329.49,-114.23,-16.2,8,0,12.0,0.9166666666666666,8.0,0.3000000000000007
48955,PRO_GRA_294,Grapes,Produce,STORE_049,Northeast,SUPPLIER_13,2024-11-09,2024-11-14,7,5,4.5,3.5,7.43,3.68,93,0.6,5,1,11,32,0.35,1,38.4,7,6,0.254,0,B,4,0,0.0,7.43,93,0,0.0,690.99,0.0,348.75,50.5,10,0,12.0,0.3333333333333333,8.0,-3.5
48956,MEA_SAU_235,Sausages,Meat,STORE_048,Southwest,SUPPLIER_06,2023-09-02,2023-09-09,9,7,0.2,0.8,22.12,9.65,247,0.9,5,1,9,44,0.28,0,18.7,6,6,0.227,0,B,4,0,0.0,22.12,188,59,23.9,4158.56,569.35,1775.01,42.7,8,0,6.5,0.6153846153846154,1.0,-0.8
48958,SEA_CRA_152,Crab,Seafood,STORE_017,West,SUPPLIER_02,2023-11-29,2023-12-03,5,4,2.1,2.1,13.33,5.96,324,0.95,2,0,11,99,0.35,0,4.2,8,6,0.221,0,B,3,0,0.0,13.33,266,58,17.9,3545.78,345.68,1614.74,45.5,7,0,4.5,0.6666666666666666,0.0,2.1
48960,MEA_TUR_720,Turkey,Meat,STORE_022,West,SUPPLIER_05,2023-04-03,2023-04-09,6,6,-2.1,3.1,18.85,13.15,79,0.9,0,0,4,24,0.42,2,67.5,8,6,0.253,0,B,5,0,0.0,18.85,79,0,0.0,1489.15,0.0,450.3,30.2,10,0,6.5,0.7692307692307693,1.0,-3.1
48961,MEA_GRO_231,Ground Beef,Meat,STORE_031,Midwest,SUPPLIER_07,2023-07-28,2023-07-31,4,3,-3.4,4.4,16.76,10.46,388,0.9,4,0,7,135,0.36,4,11.4,7,9,0.221,0,A,3,0,0.0,16.76,307,81,20.9,5145.32,847.26,1086.84,21.1,9,0,6.5,0.46153846153846156,1.0,-4.4
48962,BAK_BAG_271,Bagels,Bakery,STORE_016,Southeast,SUPPLIER_02,2024-06-04,2024-06-06,2,2,21.2,1.2,8.71,3.69,187,0.5,1,0,6,143,0.27,1,36.1,4,9,0.167,0,B,0,1,0.5,4.36,187,0,0.0,815.32,0.0,125.29,15.4,7,0,4.5,0.0,20.0,1.1999999999999993
48963,PHA_EYE_770,Eye Drops,Pharmaceuticals,STORE_014,Northeast,SUPPLIER_12,2023-08-10,2024-03-19,266,222,5.6,0.6,97.08,63.28,365,0.85,3,0,8,0,0.17,0,59.6,8,6,0.223,0,B,221,0,0.0,97.08,0,365,100.0,0.0,23097.2,-23097.2,0.0,6,1,381.6,0.5791404612159329,5.0,0.5999999999999996
48965,MEA_BEE_589,Beef,Meat,STORE_045,Southwest,SUPPLIER_09,2024-04-05,2024-04-10,7,5,4.4,3.4,24.01,14.56,101,0.9,4,0,4,23,0.47,3,32.0,6,8,0.252,0,B,4,0,0.0,24.01,101,0,0.0,2425.01,0.0,954.45,39.4,8,0,6.5,0.6153846153846154,1.0,3.4000000000000004
48966,BEV_SMO_565,Smoothies,Beverages,STORE_039,Northeast,SUPPLIER_20,2023-12-24,2024-01-03,11,10,5.3,0.3,7.25,4.36,471,0.4,6,1,12,71,0.2,0,19.3,6,6,0.191,1,B,9,0,0.0,7.25,329,142,30.1,2385.25,619.12,331.69,13.9,9,0,18.5,0.4864864864864865,5.0,0.2999999999999998
48967,PRO_BER_511,Berries,Produce,STORE_023,Southwest,SUPPLIER_09,2024-10-09,2024-10-19,11,10,8.5,0.5,1.06,0.74,232,0.6,2,0,10,25,0.43,0,10.6,7,10,0.102,0,A,10,0,0.0,1.06,197,35,15.1,208.82,25.9,37.14,17.8,8,0,12.0,0.8333333333333334,8.0,0.5
48969,FRO_PIZ_348,Pizza,Frozen_Meals,STORE_039,Northeast,SUPPLIER_13,2024-11-12,2025-04-25,190,164,-16.8,3.2,5.9,3.26,364,0.3,1,0,11,0,0.16,2,10.1,8,5,0.202,1,B,164,0,0.0,5.9,0,364,100.0,0.0,1186.64,-1186.64,0.0,10,0,212.3,0.7724917569477154,-20.0,3.1999999999999993
48970,REA_SAN_359,Sandwiches,Ready_to_Eat,STORE_037,Northeast,SUPPLIER_08,2024-10-09,2024-10-09,1,0,3.7,0.3,9.79,4.9,338,0.9,2,0,10,476,0.42,0,41.3,10,9,0.239,0,A,0,1,0.67,3.23,338,0,0.0,1091.74,0.0,-564.46,-51.7,9,0,3.0,0.0,4.0,-0.2999999999999998
48971,DEL_HUM_547,Hummus,Deli,STORE_033,Southeast,SUPPLIER_11,2024-09-20,2024-09-28,11,8,2.4,1.6,4.49,1.9,256,0.75,4,0,9,31,0.14,3,47.2,6,7,0.237,0,B,8,0,0.0,4.49,227,29,11.3,1019.23,55.1,532.83,52.3,6,0,8.5,0.9411764705882353,4.0,-1.6
48972,MEA_POR_404,Pork,Meat,STORE_041,Midwest,SUPPLIER_04,2023-09-25,2023-10-01,6,6,1.4,0.4,22.79,10.11,259,0.9,0,0,9,61,0.12,0,54.9,7,7,0.185,0,B,3,0,0.0,22.79,153,106,40.9,3486.87,1071.66,868.38,24.9,9,0,6.5,0.46153846153846156,1.0,0.3999999999999999
48973,REA_SAN_428,Sandwiches,Ready_to_Eat,STORE_048,Southwest,SUPPLIER_13,2023-01-08,2023-01-12,4,4,8.0,4.0,17.01,11.39,341,0.9,6,1,1,181,0.36,3,38.8,8,8,0.209,0,A,4,0,0.0,17.01,341,0,0.0,5800.41,0.0,1916.42,33.0,10,0,3.0,1.3333333333333333,4.0,4.0
48974,PHA_VAC_860,Vaccines,Pharmaceuticals,STORE_026,West,SUPPLIER_02,2024-08-28,2025-05-01,252,246,9.3,4.3,223.2,145.16,19,0.85,2,0,8,3,0.37,0,66.4,4,8,0.272,0,B,244,0,0.0,223.2,19,0,0.0,4240.8,0.0,1482.76,35.0,7,0,381.6,0.6394129979035639,5.0,4.300000000000001
48975,SEA_LOB_707,Lobster,Seafood,STORE_049,Northeast,SUPPLIER_18,2024-11-09,2024-11-13,5,4,-1.9,1.9,34.39,15.61,273,0.95,5,1,11,106,0.26,2,65.9,8,6,0.26,0,B,4,0,0.0,34.39,273,0,0.0,9388.47,0.0,5126.94,54.6,8,0,4.5,0.8888888888888888,0.0,-1.9
48976,REA_SUS_965,Sushi,Ready_to_Eat,STORE_036,Northeast,SUPPLIER_08,2024-09-05,2024-09-08,3,3,6.4,2.4,13.49,8.81,25,0.9,3,0,9,8,0.15,0,71.9,9,9,0.173,0,A,2,0,0.0,13.49,16,9,36.0,215.84,79.29,-4.41,-2.0,9,0,3.0,0.6666666666666666,4.0,2.4000000000000004
48977,DEL_TUR_802,Turkey Slices,Deli,STORE_017,West,SUPPLIER_04,2023-03-03,2023-03-07,5,4,4.7,0.7,13.09,8.14,294,0.75,4,0,3,94,0.34,1,50.7,6,9,0.178,0,B,1,1,0.3,9.16,131,163,55.4,1199.96,1326.82,-1193.2,-99.4,9,0,8.5,0.11764705882352941,4.0,0.7000000000000002
48978,FRO_FRO_250,Frozen Desserts,Frozen_Meals,STORE_045,Southwest,SUPPLIER_13,2023-01-10,2023-10-02,329,265,-18.0,2.0,19.05,7.68,172,0.3,1,0,1,0,0.48,0,53.1,5,10,0.158,0,B,263,0,0.0,19.05,0,172,100.0,0.0,1320.96,-1320.96,0.0,10,1,212.3,1.2388130004710316,-20.0,2.0
48979,REA_SUS_739,Sushi,Ready_to_Eat,STORE_045,Southwest,SUPPLIER_14,2023-11-30,2023-12-05,5,5,4.6,0.6,13.69,5.85,418,0.9,3,0,11,110,0.34,1,40.3,7,7,0.179,1,B,3,0,0.0,13.69,292,126,30.1,3997.48,737.1,1552.18,38.8,6,1,3.0,1.0,4.0,0.5999999999999996
48982,BAK_BRE_380,Bread,Bakery,STORE_019,Northeast,SUPPLIER_20,2024-11-07,2024-11-10,4,3,16.5,3.5,11.34,5.5,363,0.5,3,0,11,169,0.15,2,57.1,10,9,0.163,0,A,0,1,0.54,5.22,363,0,0.0,1894.86,0.0,-101.64,-5.4,9,0,4.5,0.0,20.0,-3.5
48984,MEA_POR_939,Pork,Meat,STORE_033,Southeast,SUPPLIER_11,2023-05-05,2023-05-09,4,4,-1.3,2.3,17.85,12.45,175,0.9,4,0,5,51,0.16,2,40.7,5,7,0.23,0,B,4,0,0.0,17.85,175,0,0.0,3123.75,0.0,945.0,30.3,6,0,6.5,0.6153846153846154,1.0,-2.3
48985,BEV_KOM_199,Kombucha,Beverages,STORE_032,Midwest,SUPPLIER_15,2024-02-18,2024-03-09,28,20,4.1,0.9,2.94,1.6,226,0.4,6,1,2,6,0.29,1,29.7,9,9,0.125,0,A,20,0,0.0,2.94,121,105,46.5,355.74,168.0,-5.86,-1.6,6,0,18.5,1.0810810810810811,5.0,-0.9000000000000004
48986,FRO_ICE_824,Ice Cream,Frozen_Meals,STORE_006,Southeast,SUPPLIER_18,2023-06-12,2023-12-07,190,178,-20.0,0.0,8.11,4.3,371,0.3,0,0,6,1,0.21,0,13.3,9,5,0.172,0,B,178,0,0.0,8.11,145,226,60.9,1175.95,971.8,-419.35,-35.7,8,0,212.3,0.8384361752237399,-20.0,0.0
48987,BAK_BRE_853,Bread,Bakery,STORE_019,Northeast,SUPPLIER_18,2024-10-21,2024-10-26,6,5,18.0,2.0,4.05,2.68,443,0.5,0,0,10,96,0.47,1,61.2,5,10,0.175,1,B,5,0,0.0,4.05,310,133,30.0,1255.5,356.44,68.26,5.4,8,1,4.5,1.1111111111111112,20.0,-2.0
48988,PHA_BIO_236,Biologics,Pharmaceuticals,STORE_039,Northeast,SUPPLIER_03,2024-05-27,2025-07-13,422,412,3.8,1.2,166.37,116.2,471,0.85,0,0,5,2,0.38,0,28.8,10,5,0.193,0,B,412,0,0.0,166.37,471,0,0.0,78360.27,0.0,23630.07,30.2,9,1,381.6,1.0796645702306078,5.0,-1.2000000000000002
48989,REA_FRE_263,Fresh Pasta,Ready_to_Eat,STORE_047,Northeast,SUPPLIER_08,2023-04-16,2023-04-21,5,5,1.2,2.8,8.53,3.42,226,0.9,6,1,4,97,0.46,2,58.0,8,7,0.221,0,B,5,0,0.0,8.53,226,0,0.0,1927.78,0.0,1154.86,59.9,9,0,3.0,1.6666666666666667,4.0,-2.8
48990,MEA_CHI_732,Chicken,Meat,STORE_006,Southeast,SUPPLIER_10,2024-03-19,2024-03-22,3,3,-0.2,1.2,14.55,6.97,372,0.9,1,0,3,213,0.32,1,34.5,5,9,0.166,0,B,2,0,0.0,14.55,372,0,0.0,5412.6,0.0,2819.76,52.1,8,0,6.5,0.3076923076923077,1.0,-1.2
48991,FRO_FRO_761,Frozen Desserts,Frozen_Meals,STORE_039,Northeast,SUPPLIER_19,2024-08-30,2025-01-29,170,152,-19.0,1.0,18.22,12.74,326,0.3,4,0,8,1,0.45,0,21.3,7,10,0.106,0,A,151,0,0.0,18.22,174,152,46.6,3170.28,1936.48,-982.96,-31.0,10,0,212.3,0.7112576542628356,-20.0,1.0
48992,DAI_COT_259,Cottage Cheese,Dairy,STORE_002,Northeast,SUPPLIER_03,2023-07-08,2023-07-27,26,19,5.7,1.7,3.86,1.79,66,0.7,5,1,7,6,0.48,1,61.3,5,9,0.215,0,B,19,0,0.0,3.86,66,0,0.0,254.76,0.0,136.62,53.6,9,0,17.5,1.0857142857142856,4.0,1.7000000000000002
48993,DEL_PRE_430,Prepared Salads,Deli,STORE_026,West,SUPPLIER_14,2024-03-16,2024-03-22,6,6,2.5,1.5,8.9,3.99,342,0.75,5,1,3,95,0.28,1,44.3,7,5,0.233,1,B,3,0,0.0,8.9,239,103,30.1,2127.1,410.97,762.52,35.8,6,0,8.5,0.35294117647058826,4.0,-1.5
48995,PHA_ANT_392,Antibiotics,Pharmaceuticals,STORE_031,Midwest,SUPPLIER_06,2024-12-05,2025-01-18,45,44,6.2,1.2,292.33,118.57,316,0.85,3,0,12,9,0.46,1,14.8,8,6,0.184,0,B,44,0,0.0,292.33,316,0,0.0,92376.28,0.0,54908.16,59.4,8,0,381.6,0.11530398322851153,5.0,1.2000000000000002
48996,FRO_ICE_208,Ice Cream,Frozen_Meals,STORE_012,Northeast,SUPPLIER_06,2023-12-14,2024-02-18,95,66,-17.1,2.9,16.52,11.07,282,0.3,3,0,12,1,0.38,2,25.9,4,8,0.199,0,B,64,0,0.0,16.52,58,224,79.4,958.16,2479.68,-2163.58,-225.8,8,0,212.3,0.30146019783325484,-20.0,2.8999999999999986
48997,BEV_FRE_643,Fresh Juice,Beverages,STORE_023,Southwest,SUPPLIER_04,2024-12-09,2024-12-25,17,16,1.5,3.5,5.33,2.45,450,0.4,0,0,12,27,0.22,2,33.9,7,8,0.175,0,B,13,0,0.0,5.33,410,40,8.9,2185.3,98.0,1082.8,49.5,9,1,18.5,0.7027027027027027,5.0,-3.5
48998,DEL_TUR_249,Turkey Slices,Deli,STORE_005,Southeast,SUPPLIER_09,2023-10-01,2023-10-05,4,4,4.6,0.6,8.78,3.56,396,0.75,6,1,10,149,0.31,0,61.6,4,10,0.162,0,B,3,0,0.0,8.78,396,0,0.0,3476.88,0.0,2067.12,59.5,8,0,8.5,0.35294117647058826,4.0,0.5999999999999996
48999,BEV_MIL_815,Milk Alternatives,Beverages,STORE_037,Northeast,SUPPLIER_01,2023-10-22,2023-11-17,30,26,6.2,1.2,8.65,5.1,349,0.4,6,1,10,20,0.1,0,58.0,8,9,0.148,0,A,23,0,0.0,8.65,349,0,0.0,3018.85,0.0,1238.95,41.0,7,0,18.5,1.2432432432432432,5.0,1.2000000000000002
49000,SEA_SAL_334,Salmon,Seafood,STORE_028,Northeast,SUPPLIER_17,2023-12-07,2023-12-12,7,5,-3.4,3.4,28.64,16.96,308,0.95,3,0,12,79,0.41,0,29.6,6,8,0.256,0,B,2,1,0.26,21.19,194,114,37.0,4110.86,1933.44,-1112.82,-27.1,9,0,4.5,0.4444444444444444,0.0,-3.4
49001,BEV_SMO_740,Smoothies,Beverages,STORE_003,Midwest,SUPPLIER_03,2023-12-12,2024-01-02,22,21,9.8,4.8,8.06,4.98,113,0.4,1,0,12,8,0.47,2,37.9,4,8,0.217,0,B,20,0,0.0,8.06,112,1,0.9,902.72,4.98,339.98,37.7,9,1,18.5,1.0810810810810811,5.0,4.800000000000001
49002,DAI_SOU_280,Sour Cream,Dairy,STORE_050,West,SUPPLIER_09,2024-12-16,2024-12-27,12,11,2.7,1.3,10.8,6.93,306,0.7,0,0,12,44,0.48,2,5.9,4,10,0.141,0,B,10,0,0.0,10.8,306,0,0.0,3304.8,0.0,1184.22,35.8,8,0,17.5,0.5714285714285714,4.0,-1.2999999999999998
49003,PHA_VAC_144,Vaccines,Pharmaceuticals,STORE_027,Midwest,SUPPLIER_17,2024-08-09,2025-06-02,438,297,6.1,1.1,348.26,196.68,474,0.85,4,0,8,1,0.25,1,9.9,4,8,0.217,0,B,297,0,0.0,348.26,209,265,55.9,72786.34,52120.2,-20439.98,-28.1,9,0,381.6,0.7783018867924528,5.0,1.0999999999999996
49004,PHA_BIO_752,Biologics,Pharmaceuticals,STORE_002,Northeast,SUPPLIER_20,2024-08-13,2025-08-22,467,374,6.9,1.9,477.92,323.31,290,0.85,1,0,8,0,0.3,0,48.3,4,9,0.221,0,B,373,0,0.0,477.92,0,290,100.0,0.0,93759.9,-93759.9,0.0,9,1,381.6,0.9774633123689727,5.0,1.9000000000000004
49005,PRO_LET_142,Lettuce,Produce,STORE_012,Northeast,SUPPLIER_02,2023-07-30,2023-08-03,4,4,8.2,0.2,2.84,1.76,493,0.6,6,1,7,255,0.12,0,13.0,6,7,0.161,0,B,4,0,0.0,2.84,493,0,0.0,1400.12,0.0,532.44,38.0,7,0,12.0,0.3333333333333333,8.0,0.1999999999999993
49007,BEV_FRE_340,Fresh Juice,Beverages,STORE_023,Southwest,SUPPLIER_13,2023-08-21,2023-08-30,11,9,9.0,4.0,8.7,3.57,90,0.4,0,0,8,15,0.27,0,31.4,8,7,0.195,0,B,9,0,0.0,8.7,90,0,0.0,783.0,0.0,461.7,59.0,10,0,18.5,0.4864864864864865,5.0,4.0
49009,PRO_GRA_946,Grapes,Produce,STORE_031,Midwest,SUPPLIER_19,2024-03-11,2024-03-27,19,16,8.2,0.2,7.31,4.39,79,0.6,0,0,3,6,0.49,0,31.7,10,7,0.149,0,A,14,0,0.0,7.31,79,0,0.0,577.49,0.0,230.68,39.9,10,1,12.0,1.1666666666666667,8.0,0.1999999999999993
49010,DAI_CHE_158,Cheese,Dairy,STORE_006,Southeast,SUPPLIER_08,2023-05-02,2023-05-19,21,17,5.8,1.8,2.52,1.58,99,0.7,1,0,5,7,0.21,0,11.7,4,9,0.183,1,B,17,0,0.0,2.52,69,30,30.3,173.88,47.4,17.46,10.0,9,0,17.5,0.9714285714285714,4.0,1.7999999999999998
49011,BAK_CAK_379,Cakes,Bakery,STORE_035,Midwest,SUPPLIER_01,2024-12-19,2024-12-20,2,1,16.7,3.3,8.41,5.02,422,0.5,3,0,12,375,0.49,2,39.9,10,10,0.148,0,A,0,1,0.69,2.61,422,0,0.0,1101.42,0.0,-1017.02,-92.3,7,0,4.5,0.0,20.0,-3.3000000000000007
49012,DEL_HAM_145,Ham,Deli,STORE_029,Southeast,SUPPLIER_04,2024-11-11,2024-11-15,5,4,6.1,2.1,10.34,4.96,130,0.75,0,0,11,37,0.44,0,17.4,5,7,0.226,0,B,1,1,0.34,6.82,74,56,43.1,504.68,277.76,-140.12,-27.8,9,0,8.5,0.11764705882352941,4.0,2.0999999999999996
49013,PHA_BIO_657,Biologics,Pharmaceuticals,STORE_028,Northeast,SUPPLIER_15,2024-07-26,2026-04-18,709,631,8.4,3.4,417.53,238.57,232,0.85,4,0,7,0,0.26,0,54.6,9,10,0.17,0,A,629,0,0.0,417.53,0,232,100.0,0.0,55348.24,-55348.24,0.0,6,0,381.6,1.6483228511530397,5.0,3.4000000000000004
49014,DAI_COT_521,Cottage Cheese,Dairy,STORE_004,Southeast,SUPPLIER_20,2023-03-12,2023-03-28,20,16,6.6,2.6,8.21,5.09,315,0.7,6,1,3,30,0.33,4,14.8,9,5,0.228,0,B,13,0,0.0,8.21,315,0,0.0,2586.15,0.0,982.8,38.0,9,1,17.5,0.7428571428571429,4.0,2.5999999999999996
49015,DAI_SOU_931,Sour Cream,Dairy,STORE_039,Northeast,SUPPLIER_10,2023-05-17,2023-05-28,12,11,4.9,0.9,2.54,1.54,465,0.7,2,0,5,63,0.23,1,65.3,5,9,0.187,0,B,11,0,0.0,2.54,465,0,0.0,1181.1,0.0,465.0,39.4,8,0,17.5,0.6285714285714286,4.0,0.9000000000000004
49018,PHA_VAC_685,Vaccines,Pharmaceuticals,STORE_001,Northeast,SUPPLIER_15,2023-09-07,2023-11-13,99,67,2.4,2.6,249.72,126.25,67,0.85,3,0,9,3,0.1,2,27.8,9,7,0.225,0,A,64,0,0.0,249.72,67,0,0.0,16731.24,0.0,8272.49,49.4,6,0,381.6,0.16771488469601675,5.0,-2.6
49019,PHA_INS_641,Insulin,Pharmaceuticals,STORE_033,Southeast,SUPPLIER_11,2023-05-06,2024-10-11,670,524,4.0,1.0,221.92,101.47,146,0.85,5,1,5,0,0.35,1,39.2,5,8,0.212,0,B,523,0,0.0,221.92,0,146,100.0,0.0,14814.62,-14814.62,0.0,6,0,381.6,1.370545073375262,5.0,-1.0
49022,DEL_HUM_452,Hummus,Deli,STORE_045,Southwest,SUPPLIER_15,2024-05-14,2024-05-17,3,3,3.8,0.2,4.96,2.27,414,0.75,1,0,5,211,0.41,0,21.6,10,8,0.108,0,A,1,1,0.13,4.32,245,169,40.8,1058.4,383.63,118.62,11.2,6,0,8.5,0.11764705882352941,4.0,-0.20000000000000018
49023,DAI_CRE_693,Cream,Dairy,STORE_050,West,SUPPLIER_10,2023-06-08,2023-06-22,14,14,3.3,0.7,8.69,3.84,225,0.7,3,0,6,24,0.33,0,65.3,9,6,0.195,1,B,12,0,0.0,8.69,157,68,30.2,1364.33,261.12,500.33,36.7,8,0,17.5,0.6857142857142857,4.0,-0.7000000000000002
49024,FRO_FRO_999,Frozen Desserts,Frozen_Meals,STORE_023,Southwest,SUPPLIER_19,2023-11-23,2024-01-30,101,68,-19.6,0.4,8.27,3.78,240,0.3,3,0,11,2,0.42,0,12.5,9,8,0.126,0,A,65,0,0.0,8.27,139,101,42.1,1149.53,381.78,242.33,21.1,10,0,212.3,0.30617051342439944,-20.0,0.3999999999999986
49025,MEA_BEE_263,Beef,Meat,STORE_004,Southeast,SUPPLIER_08,2023-12-19,2023-12-26,7,7,4.0,3.0,21.59,8.68,386,0.9,1,0,12,83,0.28,1,61.5,6,7,0.247,0,B,6,0,0.0,21.59,386,0,0.0,8333.74,0.0,4983.26,59.8,9,0,6.5,0.9230769230769231,1.0,3.0
49026,FRO_FRO_298,Frozen Vegetables,Frozen_Meals,STORE_030,Southwest,SUPPLIER_17,2024-11-23,2025-01-23,86,61,-19.6,0.4,13.55,7.74,182,0.3,5,1,11,1,0.45,0,53.3,8,6,0.202,1,B,60,0,0.0,13.55,48,134,73.6,650.4,1037.16,-758.28,-116.6,9,0,212.3,0.2826189354686764,-20.0,0.3999999999999986
49028,PHA_EYE_989,Eye Drops,Pharmaceuticals,STORE_033,Southeast,SUPPLIER_13,2024-07-07,2024-10-18,153,103,0.6,4.4,226.8,145.28,337,0.85,6,1,7,3,0.17,2,43.1,9,8,0.246,0,A,102,0,0.0,226.8,299,38,11.3,67813.2,5520.64,18853.84,27.8,10,0,381.6,0.2672955974842767,5.0,-4.4
49029,DEL_HUM_781,Hummus,Deli,STORE_006,Southeast,SUPPLIER_16,2024-02-12,2024-02-23,11,11,4.3,0.3,14.71,6.33,66,0.75,0,0,2,7,0.46,0,59.6,6,7,0.196,1,B,9,0,0.0,14.71,46,20,30.3,676.66,126.6,258.88,38.3,10,0,8.5,1.0588235294117647,4.0,0.2999999999999998
49030,PHA_BIO_289,Biologics,Pharmaceuticals,STORE_041,Midwest,SUPPLIER_02,2023-06-03,2025-04-29,716,696,7.2,2.2,187.85,118.09,165,0.85,5,1,6,0,0.26,2,25.9,10,10,0.109,0,A,694,0,0.0,187.85,0,165,100.0,0.0,19484.85,-19484.85,0.0,7,0,381.6,1.8186582809224316,5.0,2.2
49031,MEA_SAU_782,Sausages,Meat,STORE_027,Midwest,SUPPLIER_19,2024-09-28,2024-10-07,10,9,3.5,2.5,12.68,8.5,91,0.9,5,1,9,12,0.44,2,37.7,7,10,0.165,0,A,6,0,0.0,12.68,86,5,5.5,1090.48,42.5,316.98,29.1,10,0,6.5,0.9230769230769231,1.0,2.5
49033,DAI_CRE_795,Cream,Dairy,STORE_019,Northeast,SUPPLIER_04,2024-08-02,2024-08-21,28,19,4.6,0.6,7.77,5.33,18,0.7,4,0,8,1,0.11,0,31.4,4,8,0.214,1,B,18,0,0.0,7.77,12,6,33.3,93.24,31.98,-2.7,-2.9,9,0,17.5,1.0285714285714285,4.0,0.5999999999999996
49034,FRO_FRO_655,Frozen Dinners,Frozen_Meals,STORE_008,West,SUPPLIER_02,2023-04-26,2023-08-20,161,116,-19.2,0.8,12.56,6.51,467,0.3,2,0,4,2,0.49,1,39.8,7,7,0.185,0,B,114,0,0.0,12.56,247,220,47.1,3102.32,1432.2,62.15,2.0,7,0,212.3,0.5369759773904851,-20.0,0.8000000000000007
49035,BAK_CAK_427,Cakes,Bakery,STORE_006,Southeast,SUPPLIER_03,2024-11-09,2024-11-13,6,4,18.7,1.3,13.0,7.54,342,0.5,5,1,11,131,0.14,0,60.4,6,10,0.17,0,A,4,0,0.0,13.0,342,0,0.0,4446.0,0.0,1867.32,42.0,9,0,4.5,0.8888888888888888,20.0,-1.3000000000000007
49036,PHA_EYE_952,Eye Drops,Pharmaceuticals,STORE_027,Midwest,SUPPLIER_16,2024-12-31,2026-03-14,470,438,6.7,1.7,421.84,244.86,12,0.85,1,0,12,1,0.33,0,36.7,8,7,0.193,0,B,435,0,0.0,421.84,12,0,0.0,5062.08,0.0,2123.76,42.0,10,0,381.6,1.139937106918239,5.0,1.7000000000000002
49037,BEV_FRE_670,Fresh Juice,Beverages,STORE_007,Northeast,SUPPLIER_02,2023-10-22,2023-11-11,29,20,3.7,1.3,2.62,1.57,118,0.4,6,1,10,6,0.12,1,60.5,5,10,0.171,0,B,18,0,0.0,2.62,111,7,5.9,290.82,10.99,105.56,36.3,7,0,18.5,0.972972972972973,5.0,-1.2999999999999998
49038,DAI_CHE_153,Cheese,Dairy,STORE_048,Southwest,SUPPLIER_11,2024-05-11,2024-06-09,29,29,5.4,1.4,4.37,2.27,63,0.7,5,1,5,1,0.19,0,46.1,7,7,0.192,0,B,26,0,0.0,4.37,29,34,54.0,126.73,77.18,-16.28,-12.8,6,0,17.5,1.4857142857142858,4.0,1.4000000000000004
49039,REA_SOU_580,Soups,Ready_to_Eat,STORE_018,West,SUPPLIER_08,2023-08-17,2023-08-19,2,2,4.1,0.1,7.91,4.78,402,0.9,3,0,8,259,0.39,0,47.3,8,6,0.185,0,B,2,0,0.0,7.91,377,25,6.2,2982.07,119.5,1060.51,35.6,9,1,3.0,0.6666666666666666,4.0,0.09999999999999964
